key,mol_id,en_id
CHEMBL2110977::en3_A4:S;A12:S;A14:R;A17:R;A19:R;A22:S;A29:R,CHEMBL2110977,3
CHEMBL2110977::en4_A4:R;A12:R;A14:S;A17:R;A19:R;A22:S;A29:R,CHEMBL2110977,4
CHEMBL2110979::en0_A4:R;A5:R;A9:R;A32:R,CHEMBL2110979,0
CHEMBL2110979::en1_A4:S;A5:R;A9:R;A32:R,CHEMBL2110979,1
CHEMBL2110979::en2_A4:R;A5:S;A9:R;A32:R,CHEMBL2110979,2
CHEMBL2110979::en3_A4:S;A5:S;A9:R;A32:R,CHEMBL2110979,3
CHEMBL2110979::en4_A4:R;A5:R;A9:S;A32:R,CHEMBL2110979,4
CHEMBL2110983::en0_A14:R;A19:R;A21:S,CHEMBL2110983,0
CHEMBL2110983::en1_A14:S;A19:R;A21:S,CHEMBL2110983,1
CHEMBL2110983::en2_A14:R;A19:S;A21:S,CHEMBL2110983,2
CHEMBL2110983::en3_A14:S;A19:S;A21:S,CHEMBL2110983,3
CHEMBL2110983::en4_A14:R;A19:R;A21:R,CHEMBL2110983,4
CHEMBL2110987::en0_A4:R;A5:R;A7:R;A23:R;A25:S;A28:R,CHEMBL2110987,0
CHEMBL2110987::en1_A4:S;A5:R;A7:R;A23:R;A25:S;A28:R,CHEMBL2110987,1
CHEMBL2110987::en2_A4:R;A5:S;A7:R;A23:R;A25:S;A28:R,CHEMBL2110987,2
CHEMBL2110987::en3_A4:S;A5:S;A7:R;A23:R;A25:S;A28:R,CHEMBL2110987,3
CHEMBL2110987::en4_A4:R;A5:R;A7:S;A23:R;A25:S;A28:R,CHEMBL2110987,4
CHEMBL2111001::en0_A1:R;A8:R;A10:R;A11:R;A12:S;A15:R;A17:R;A20:S,CHEMBL2111001,0
CHEMBL2111001::en1_A1:S;A8:R;A10:R;A11:R;A12:S;A15:R;A17:R;A20:S,CHEMBL2111001,1
CHEMBL2111022::en0_A4:S;A14:R;A15:R,CHEMBL2111022,0
CHEMBL2111022::en1_A4:R;A14:S;A15:R,CHEMBL2111022,1
CHEMBL2111028::en0_A1:R;A3:S;A4:S;A5:R;A8:R;A10:R;A13:R;A23:S,CHEMBL2111028,0
CHEMBL2111028::en1_A1:S;A3:S;A4:S;A5:R;A8:R;A10:R;A13:R;A23:S,CHEMBL2111028,1
CHEMBL2111028::en2_A1:R;A3:R;A4:S;A5:R;A8:R;A10:R;A13:R;A23:S,CHEMBL2111028,2
CHEMBL2111028::en3_A1:S;A3:R;A4:S;A5:R;A8:R;A10:R;A13:R;A23:S,CHEMBL2111028,3
CHEMBL2111028::en4_A1:R;A3:S;A4:R;A5:R;A8:R;A10:R;A13:R;A23:S,CHEMBL2111028,4
CHEMBL2111044::en0_A9:S;A11:R;A20:S,CHEMBL2111044,0
CHEMBL2111044::en1_A9:R;A11:R;A20:S,CHEMBL2111044,1
CHEMBL2111044::en2_A9:S;A11:S;A20:R,CHEMBL2111044,2
CHEMBL2111051::en0_A4:S,CHEMBL2111051,0
CHEMBL2111051::en1_A4:R,CHEMBL2111051,1
CHEMBL2111058::en0_A8:R;A11:R,CHEMBL2111058,0
CHEMBL2111058::en1_A8:S;A11:R,CHEMBL2111058,1
CHEMBL2111058::en2_A8:R;A11:S,CHEMBL2111058,2
CHEMBL2111058::en3_A8:S;A11:S,CHEMBL2111058,3
CHEMBL2111073::en0_A6:S;A11:S,CHEMBL2111073,0
CHEMBL2111073::en1_A6:R;A11:S,CHEMBL2111073,1
CHEMBL2111073::en2_A6:S;A11:R,CHEMBL2111073,2
CHEMBL2111073::en3_A6:R;A11:R,CHEMBL2111073,3
CHEMBL2111086::en0_A1:R;A7:S;A34:S,CHEMBL2111086,0
CHEMBL2111086::en1_A1:S;A7:S;A34:S,CHEMBL2111086,1
CHEMBL2111086::en2_A1:R;A7:R;A34:S,CHEMBL2111086,2
CHEMBL2111086::en3_A1:S;A7:R;A34:S,CHEMBL2111086,3
CHEMBL2111086::en4_A1:R;A7:S;A34:R,CHEMBL2111086,4
CHEMBL2111097::en0_A20:S,CHEMBL2111097,0
CHEMBL2111097::en1_A20:R,CHEMBL2111097,1
CHEMBL2111099::en0_A14:S;A21:S,CHEMBL2111099,0
CHEMBL2111099::en1_A14:R;A21:S,CHEMBL2111099,1
CHEMBL2111103::en0_A1:R;A10:S;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL2111103,0
CHEMBL2111103::en1_A1:S;A10:S;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL2111103,1
CHEMBL2111103::en2_A1:R;A10:R;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL2111103,2
CHEMBL2111103::en3_A1:S;A10:R;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL2111103,3
CHEMBL2111103::en4_A1:R;A10:S;A11:R;A12:R;A15:R;A17:R;A20:R,CHEMBL2111103,4
CHEMBL2111113::en0_A6:S;A8:R;A16:R;A18:S,CHEMBL2111113,0
CHEMBL2111113::en1_A6:R;A8:R;A16:R;A18:S,CHEMBL2111113,1
CHEMBL2111113::en2_A6:S;A8:S;A16:R;A18:S,CHEMBL2111113,2
CHEMBL2111113::en3_A6:R;A8:S;A16:R;A18:S,CHEMBL2111113,3
CHEMBL2111113::en4_A6:S;A8:R;A16:S;A18:S,CHEMBL2111113,4
CHEMBL2111115::en0_A11:S;A12:R;A14:R;A16:R;A18:R,CHEMBL2111115,0
CHEMBL2111115::en1_A11:R;A12:R;A14:R;A16:R;A18:R,CHEMBL2111115,1
CHEMBL2111115::en2_A11:S;A12:S;A14:R;A16:R;A18:R,CHEMBL2111115,2
CHEMBL2111115::en3_A11:R;A12:S;A14:R;A16:R;A18:R,CHEMBL2111115,3
CHEMBL2111115::en4_A11:S;A12:R;A14:S;A16:R;A18:R,CHEMBL2111115,4
CHEMBL2111116::en0_A8:R;A22:R;A24:R;A28:S;A29:S,CHEMBL2111116,0
CHEMBL2111116::en1_A8:S;A22:R;A24:R;A28:S;A29:S,CHEMBL2111116,1
CHEMBL2111116::en2_A8:R;A22:S;A24:R;A28:S;A29:S,CHEMBL2111116,2
CHEMBL2111116::en3_A8:S;A22:S;A24:R;A28:S;A29:S,CHEMBL2111116,3
CHEMBL2111116::en4_A8:R;A22:R;A24:S;A28:S;A29:S,CHEMBL2111116,4
CHEMBL2111125::en2_A11:R;A14:S;A16:S;A20:R,CHEMBL2111125,2
CHEMBL2111139::en0_A4:R;A5:R;A9:R;A24:R,CHEMBL2111139,0
CHEMBL2111139::en1_A4:S;A5:R;A9:R;A24:R,CHEMBL2111139,1
CHEMBL2111139::en2_A4:R;A5:S;A9:R;A24:R,CHEMBL2111139,2
CHEMBL2111139::en3_A4:S;A5:S;A9:R;A24:R,CHEMBL2111139,3
CHEMBL2111139::en4_A4:R;A5:R;A9:S;A24:R,CHEMBL2111139,4
CHEMBL2111147::en0_A2:S;A5:R;A7:R,CHEMBL2111147,0
CHEMBL2111147::en1_A2:R;A5:S;A7:S,CHEMBL2111147,1
CHEMBL2111156::en0_A9:S;A11:R;A20:S,CHEMBL2111156,0
CHEMBL2111156::en1_A9:R;A11:R;A20:S,CHEMBL2111156,1
CHEMBL2111156::en2_A9:S;A11:S;A20:R,CHEMBL2111156,2
CHEMBL2111172::en0_A9:R;A22:R,CHEMBL2111172,0
CHEMBL2111172::en1_A9:S;A22:R,CHEMBL2111172,1
CHEMBL2111172::en2_A9:R;A22:S,CHEMBL2111172,2
CHEMBL2111172::en3_A9:S;A22:S,CHEMBL2111172,3
CHEMBL2111177::en0_A1:S;A4:R;A5:S;A13:S;A21:S,CHEMBL2111177,0
CHEMBL2111177::en1_A1:R;A4:R;A5:S;A13:S;A21:S,CHEMBL2111177,1
CHEMBL2111177::en2_A1:S;A4:S;A5:S;A13:S;A21:S,CHEMBL2111177,2
CHEMBL2111177::en3_A1:R;A4:S;A5:S;A13:S;A21:S,CHEMBL2111177,3
CHEMBL2111177::en4_A1:S;A4:R;A5:R;A13:S;A21:S,CHEMBL2111177,4
CHEMBL2111185::en0_A9:S;A10:S;A17:S;A32:S,CHEMBL2111185,0
CHEMBL211456::en0_A2:R;A4:R,CHEMBL211456,0
CHEMBL211456::en1_A2:S;A4:R,CHEMBL211456,1
CHEMBL211456::en2_A2:R;A4:S,CHEMBL211456,2
CHEMBL211456::en3_A2:S;A4:S,CHEMBL211456,3
CHEMBL2115116::en0_A5:R;A10:R;A13:R;A14:S;A23:S;A25:S;A27:R;A30:S,CHEMBL2115116,0
CHEMBL2115116::en1_A5:S;A10:R;A13:R;A14:S;A23:S;A25:S;A27:R;A30:S,CHEMBL2115116,1
CHEMBL2115116::en2_A5:R;A10:S;A13:R;A14:S;A23:S;A25:S;A27:R;A30:S,CHEMBL2115116,2
CHEMBL2115116::en3_A5:S;A10:S;A13:R;A14:S;A23:S;A25:S;A27:R;A30:S,CHEMBL2115116,3
CHEMBL2115116::en4_A5:R;A10:R;A13:S;A14:S;A23:S;A25:S;A27:R;A30:S,CHEMBL2115116,4
CHEMBL2141296::en0_A4:R,CHEMBL2141296,0
CHEMBL2141296::en1_A4:S,CHEMBL2141296,1
CHEMBL214268::en0_A3:R,CHEMBL214268,0
CHEMBL214268::en1_A3:S,CHEMBL214268,1
CHEMBL2146095::en0_A16:R,CHEMBL2146095,0
CHEMBL2146095::en1_A4:S;A16:S,CHEMBL2146095,1
CHEMBL2146132::en0_A2:S;A5:R;A7:R;A9:R,CHEMBL2146132,0
CHEMBL2146132::en1_A2:R;A5:S;A7:S;A9:R,CHEMBL2146132,1
CHEMBL2147475::en0_A27:R,CHEMBL2147475,0
CHEMBL2147475::en1_A27:S,CHEMBL2147475,1
CHEMBL2147777::en0_A8:S;A11:S,CHEMBL2147777,0
CHEMBL2147777::en1_A8:R;A11:S,CHEMBL2147777,1
CHEMBL2147777::en2_A8:S;A11:R,CHEMBL2147777,2
CHEMBL2147777::en3_A8:R;A11:R,CHEMBL2147777,3
CHEMBL2151197::en0_A5:R;A7:R,CHEMBL2151197,0
CHEMBL2151197::en1_A5:S;A7:S,CHEMBL2151197,1
CHEMBL2151205::en0_A15:R,CHEMBL2151205,0
CHEMBL2151205::en1_A15:S,CHEMBL2151205,1
CHEMBL2151205::en2_A15:R,CHEMBL2151205,2
CHEMBL2151205::en3_A15:S,CHEMBL2151205,3
CHEMBL2151437::en0_A7:S,CHEMBL2151437,0
CHEMBL2151437::en1_A7:R,CHEMBL2151437,1
CHEMBL2151439::en0_A3:R,CHEMBL2151439,0
CHEMBL2151439::en1_A3:S,CHEMBL2151439,1
CHEMBL2151570::en0_A10:R,CHEMBL2151570,0
CHEMBL2151570::en1_A10:S,CHEMBL2151570,1
CHEMBL2151572::en0_A3:R,CHEMBL2151572,0
CHEMBL2151572::en1_A3:S,CHEMBL2151572,1
CHEMBL2151591::en0_A10:R;A15:R;A20:R,CHEMBL2151591,0
CHEMBL2151591::en1_A10:S;A15:R;A20:R,CHEMBL2151591,1
CHEMBL2151591::en2_A10:R;A15:S;A20:R,CHEMBL2151591,2
CHEMBL2151591::en3_A10:S;A15:S;A20:R,CHEMBL2151591,3
CHEMBL2151591::en4_A10:R;A15:R;A20:S,CHEMBL2151591,4
CHEMBL2152922::en0_A18:R,CHEMBL2152922,0
CHEMBL2152922::en1_A18:S,CHEMBL2152922,1
CHEMBL2152999::en0_A16:S;A21:R;A26:R,CHEMBL2152999,0
CHEMBL2152999::en1_A16:R;A21:R;A26:R,CHEMBL2152999,1
CHEMBL2152999::en2_A16:S;A21:S;A26:R,CHEMBL2152999,2
CHEMBL2152999::en3_A16:R;A21:S;A26:R,CHEMBL2152999,3
CHEMBL2152999::en4_A16:S;A21:R;A26:S,CHEMBL2152999,4
CHEMBL215303::en0_A1:S,CHEMBL215303,0
CHEMBL215303::en1_A1:R,CHEMBL215303,1
CHEMBL2153191::en0_A11:R,CHEMBL2153191,0
CHEMBL2153191::en1_A11:S,CHEMBL2153191,1
CHEMBL2159122::en0_A10:R;A24:R,CHEMBL2159122,0
CHEMBL2159122::en1_A10:S;A24:R,CHEMBL2159122,1
CHEMBL2159122::en2_A10:R;A24:S,CHEMBL2159122,2
CHEMBL2159122::en3_A10:S;A24:S,CHEMBL2159122,3
CHEMBL2159227::en0_A2:R;A3:R;A5:S;A7:R,CHEMBL2159227,0
CHEMBL2159227::en1_A2:S;A3:R;A5:S;A7:R,CHEMBL2159227,1
CHEMBL2159227::en2_A2:R;A3:S;A5:S;A7:R,CHEMBL2159227,2
CHEMBL2159227::en3_A2:S;A3:S;A5:S;A7:R,CHEMBL2159227,3
CHEMBL2159227::en4_A2:R;A3:R;A5:R;A7:R,CHEMBL2159227,4
CHEMBL2165191::en0_A4:S,CHEMBL2165191,0
CHEMBL2165191::en1_A4:R,CHEMBL2165191,1
CHEMBL2165224::en0_A2:R;A4:S;A8:S;A18:R;A19:R,CHEMBL2165224,0
CHEMBL2165224::en1_A2:R;A4:R;A8:S;A18:R;A19:R,CHEMBL2165224,1
CHEMBL2165402::en0_A3:S;A6:R;A11:S;A13:R;A15:R;A17:S;A18:S;A20:S,CHEMBL2165402,0
CHEMBL2165402::en1_A3:R;A6:R;A11:S;A13:R;A15:R;A17:S;A18:S;A20:S,CHEMBL2165402,1
CHEMBL2165402::en2_A3:S;A6:S;A11:S;A13:R;A15:R;A17:S;A18:S;A20:S,CHEMBL2165402,2
CHEMBL2165402::en3_A3:R;A6:S;A11:S;A13:R;A15:R;A17:S;A18:S;A20:S,CHEMBL2165402,3
CHEMBL2165402::en4_A3:S;A6:R;A11:R;A13:R;A15:R;A17:S;A18:S;A20:S,CHEMBL2165402,4
CHEMBL2165620::en0_A10:S,CHEMBL2165620,0
CHEMBL2165620::en1_A10:R,CHEMBL2165620,1
CHEMBL2177390::en0_A5:R;A18:R;A21:S,CHEMBL2177390,0
CHEMBL2177390::en1_A5:S;A18:R;A21:S,CHEMBL2177390,1
CHEMBL2177390::en2_A5:R;A18:S;A21:S,CHEMBL2177390,2
CHEMBL2177390::en3_A5:S;A18:S;A21:S,CHEMBL2177390,3
CHEMBL2177390::en4_A5:R;A18:R;A21:R,CHEMBL2177390,4
CHEMBL2177913::en0_A3:R,CHEMBL2177913,0
CHEMBL2177913::en1_A3:S,CHEMBL2177913,1
CHEMBL2178100::en0_A19:R,CHEMBL2178100,0
CHEMBL2178100::en1_A19:S,CHEMBL2178100,1
CHEMBL2178422::en0_A1:S;A8:R;A30:R,CHEMBL2178422,0
CHEMBL2178422::en1_A1:R;A8:R;A30:R,CHEMBL2178422,1
CHEMBL2178422::en2_A1:S;A8:S;A30:R,CHEMBL2178422,2
CHEMBL2178422::en3_A1:R;A8:S;A30:R,CHEMBL2178422,3
CHEMBL2178422::en4_A1:S;A8:R;A30:S,CHEMBL2178422,4
CHEMBL2178570::en0_A13:R,CHEMBL2178570,0
CHEMBL2178570::en1_A13:S,CHEMBL2178570,1
CHEMBL2178720::en0_A9:R;A11:R;A14:R;A16:S,CHEMBL2178720,0
CHEMBL2178720::en1_A9:S;A11:R;A14:R;A16:S,CHEMBL2178720,1
CHEMBL2178720::en2_A9:R;A11:S;A14:R;A16:S,CHEMBL2178720,2
CHEMBL2178720::en3_A9:S;A11:S;A14:R;A16:S,CHEMBL2178720,3
CHEMBL2178720::en4_A9:R;A11:R;A14:S;A16:S,CHEMBL2178720,4
CHEMBL2179105::en0_A1:S;A12:R,CHEMBL2179105,0
CHEMBL2179105::en1_A1:R;A12:R,CHEMBL2179105,1
CHEMBL2179105::en2_A1:S;A12:S,CHEMBL2179105,2
CHEMBL2179105::en3_A1:R;A12:S,CHEMBL2179105,3
CHEMBL2181367::en0_A1:S;A3:S;A7:S;A9:S;A20:S,CHEMBL2181367,0
CHEMBL2181367::en1_A1:R;A3:S;A7:S;A9:S;A20:S,CHEMBL2181367,1
CHEMBL2181367::en2_A1:S;A3:R;A7:S;A9:S;A20:S,CHEMBL2181367,2
CHEMBL2181367::en3_A1:R;A3:R;A7:S;A9:S;A20:S,CHEMBL2181367,3
CHEMBL2181367::en4_A1:S;A3:S;A7:R;A9:S;A20:S,CHEMBL2181367,4
CHEMBL2181927::en0_A10:S,CHEMBL2181927,0
CHEMBL2181927::en1_A10:R,CHEMBL2181927,1
CHEMBL218291::en0_A7:S;A9:R;A12:S;A14:R,CHEMBL218291,0
CHEMBL218291::en1_A7:R;A9:R;A12:S;A14:R,CHEMBL218291,1
CHEMBL218291::en2_A7:S;A9:S;A12:S;A14:R,CHEMBL218291,2
CHEMBL218291::en3_A7:R;A9:S;A12:S;A14:R,CHEMBL218291,3
CHEMBL218291::en4_A7:S;A9:R;A12:R;A14:R,CHEMBL218291,4
CHEMBL218427::en0_A31:R,CHEMBL218427,0
CHEMBL218490::en0_A3:R;A5:S,CHEMBL218490,0
CHEMBL218490::en1_A3:S;A5:S,CHEMBL218490,1
CHEMBL218490::en2_A3:R;A5:R,CHEMBL218490,2
CHEMBL218490::en3_A3:S;A5:R,CHEMBL218490,3
CHEMBL220050::en0_A1:R;A13:S,CHEMBL220050,0
CHEMBL220050::en1_A1:S;A13:S,CHEMBL220050,1
CHEMBL220050::en2_A1:R;A13:R,CHEMBL220050,2
CHEMBL220050::en3_A1:S;A13:R,CHEMBL220050,3
CHEMBL220050::en4_A1:R;A13:S,CHEMBL220050,4
CHEMBL220360::en0_A1:S;A19:R,CHEMBL220360,0
CHEMBL220360::en1_A1:R;A19:R,CHEMBL220360,1
CHEMBL220360::en2_A1:S;A19:S,CHEMBL220360,2
CHEMBL220360::en3_A1:R;A19:S,CHEMBL220360,3
CHEMBL2204263::en0_A20:R;A23:R,CHEMBL2204263,0
CHEMBL2204263::en1_A20:S;A23:S,CHEMBL2204263,1
CHEMBL220491::en0_A3:S,CHEMBL220491,0
CHEMBL220491::en1_A3:R,CHEMBL220491,1
CHEMBL220492::en0_A4:R;A5:S;A8:R;A20:R,CHEMBL220492,0
CHEMBL220492::en1_A4:S;A5:S;A8:R;A20:R,CHEMBL220492,1
CHEMBL220492::en2_A4:R;A5:R;A8:R;A20:R,CHEMBL220492,2
CHEMBL220492::en3_A4:S;A5:R;A8:R;A20:R,CHEMBL220492,3
CHEMBL220492::en4_A4:R;A5:S;A8:S;A20:R,CHEMBL220492,4
CHEMBL2206292::en0_A7:R;A9:R,CHEMBL2206292,0
CHEMBL2206292::en1_A7:S;A9:S,CHEMBL2206292,1
CHEMBL220808::en0_A13:S,CHEMBL220808,0
CHEMBL220808::en1_A13:R,CHEMBL220808,1
CHEMBL221326::en0_A5:S;A7:S;A10:S;A14:R;A18:R;A22:R;A27:R;A29:S;A38:R;A40:R;A42:R;A44:R,CHEMBL221326,0
CHEMBL221326::en1_A5:S;A7:R;A10:R;A14:R;A18:S;A22:R;A27:R;A29:S;A38:R;A40:S;A42:R;A44:R,CHEMBL221326,1
CHEMBL221326::en2_A5:S;A7:R;A10:R;A14:R;A18:S;A22:R;A27:S;A29:S;A38:R;A40:R;A42:R;A44:R,CHEMBL221326,2
CHEMBL221326::en3_A5:R;A7:S;A10:S;A14:S;A18:S;A22:R;A27:S;A29:S;A38:S;A40:R;A42:R;A44:R,CHEMBL221326,3
CHEMBL221326::en4_A5:S;A7:R;A10:S;A14:R;A18:S;A22:S;A27:S;A29:S;A38:R;A40:S;A42:R;A44:S,CHEMBL221326,4
CHEMBL221572::en0_A2:R;A4:R;A6:S;A7:S;A9:S;A11:S;A14:R;A16:R;A18:S;A20:R;A23:R;A25:R;A27:S;A29:S,CHEMBL221572,0
CHEMBL221572::en1_A2:S;A4:R;A6:R;A7:S;A9:S;A11:R;A14:R;A16:R;A18:S;A20:S;A23:R;A25:S;A27:S;A29:R,CHEMBL221572,1
CHEMBL221572::en2_A2:S;A4:S;A6:S;A7:R;A9:R;A11:S;A14:R;A16:S;A18:R;A20:R;A23:R;A25:S;A27:S;A29:R,CHEMBL221572,2
CHEMBL221572::en3_A2:R;A4:R;A6:R;A7:S;A9:R;A11:R;A14:S;A16:R;A18:S;A20:R;A23:S;A25:S;A27:R;A29:S,CHEMBL221572,3
CHEMBL221572::en4_A2:S;A4:S;A6:R;A7:S;A9:R;A11:S;A14:R;A16:S;A18:S;A20:R;A23:R;A25:S;A27:S;A29:R,CHEMBL221572,4
CHEMBL2216863::en0_A7:S,CHEMBL2216863,0
CHEMBL2216863::en1_A7:R,CHEMBL2216863,1
CHEMBL2216870::en0_A2:S,CHEMBL2216870,0
CHEMBL2216870::en1_A2:R,CHEMBL2216870,1
CHEMBL221886::en0_A2:S;A3:R;A5:S;A7:S;A8:S;A10:S;A12:R;A19:S;A21:S;A24:R;A28:S,CHEMBL221886,0
CHEMBL221886::en1_A2:R;A3:S;A5:S;A7:R;A8:R;A10:R;A12:S;A19:S;A21:S;A24:R;A28:R,CHEMBL221886,1
CHEMBL221886::en2_A2:R;A3:S;A5:R;A7:R;A8:R;A10:S;A12:S;A19:S;A21:S;A24:S;A28:R,CHEMBL221886,2
CHEMBL221886::en3_A2:S;A3:S;A5:R;A7:S;A8:S;A10:S;A12:S;A19:S;A21:S;A24:S;A28:R,CHEMBL221886,3
CHEMBL221886::en4_A2:S;A3:S;A5:R;A7:S;A8:S;A10:R;A12:S;A19:R;A21:S;A24:R;A28:R,CHEMBL221886,4
CHEMBL2218880::en0_A1:S;A3:S;A7:S,CHEMBL2218880,0
CHEMBL2218880::en1_A1:R;A3:S;A7:S,CHEMBL2218880,1
CHEMBL2218880::en2_A1:S;A3:R;A7:S,CHEMBL2218880,2
CHEMBL2218880::en3_A1:R;A3:R;A7:S,CHEMBL2218880,3
CHEMBL2218880::en4_A1:S;A3:S;A7:R,CHEMBL2218880,4
CHEMBL2219413::en0_A51:R;A61:R,CHEMBL2219413,0
CHEMBL2219413::en1_A51:S;A61:R,CHEMBL2219413,1
CHEMBL2219413::en2_A51:S;A61:S,CHEMBL2219413,2
CHEMBL2219418::en0_A6:R;A15:S;A16:R;A42:R;A44:S,CHEMBL2219418,0
CHEMBL2219418::en1_A6:R;A15:R;A16:R;A42:R;A44:S,CHEMBL2219418,1
CHEMBL2219422::en0_A13:S,CHEMBL2219422,0
CHEMBL2219422::en1_A13:R,CHEMBL2219422,1
CHEMBL221959::en0_A1:R;A11:R,CHEMBL221959,0
CHEMBL221959::en1_A1:S;A11:R,CHEMBL221959,1
CHEMBL221959::en2_A1:R;A11:S,CHEMBL221959,2
CHEMBL221959::en3_A1:S;A11:S,CHEMBL221959,3
CHEMBL2219740::en0_A3:R;A11:S;A16:S;A18:R;A20:R;A22:R;A24:S;A27:R;A29:S;A31:R;A33:R,CHEMBL2219740,0
CHEMBL2220079::en0_A5:S;A8:S;A9:R;A13:S;A18:S,CHEMBL2220079,0
CHEMBL2220079::en1_A5:R;A8:S;A9:R;A13:S;A18:S,CHEMBL2220079,1
CHEMBL2220079::en2_A5:S;A8:R;A9:R;A13:S;A18:S,CHEMBL2220079,2
CHEMBL2220079::en3_A5:R;A8:R;A9:R;A13:S;A18:S,CHEMBL2220079,3
CHEMBL2220079::en4_A5:S;A8:S;A9:S;A13:S;A18:S,CHEMBL2220079,4
CHEMBL2220427::en0_A5:S;A6:S;A8:S;A9:S;A11:S;A13:R;A15:R;A19:S;A21:S;A24:S;A29:R;A32:S;A35:S;A37:R;A41:R;A44:R;A48:S;A51:S,CHEMBL2220427,0
CHEMBL2220427::en1_A5:S;A6:R;A8:S;A9:R;A11:R;A13:S;A15:R;A19:R;A21:S;A24:S;A29:R;A32:S;A35:S;A37:R;A41:S;A44:R;A48:R;A51:R,CHEMBL2220427,1
CHEMBL2220427::en2_A5:R;A6:S;A8:R;A9:S;A11:R;A13:R;A15:R;A19:R;A21:S;A24:S;A29:S;A32:S;A35:R;A37:R;A41:S;A44:R;A48:S;A51:S,CHEMBL2220427,2
CHEMBL2220427::en3_A5:R;A6:S;A8:R;A9:R;A11:R;A13:S;A15:R;A19:S;A21:S;A24:R;A29:R;A32:R;A35:R;A37:R;A41:R;A44:S;A48:R;A51:R,CHEMBL2220427,3
CHEMBL2220427::en4_A5:R;A6:S;A8:S;A9:S;A11:R;A13:S;A15:S;A19:S;A21:R;A24:R;A29:R;A32:R;A35:S;A37:R;A41:R;A44:S;A48:R;A51:S,CHEMBL2220427,4
CHEMBL222280::en0_A6:S;A8:S;A10:S,CHEMBL222280,0
CHEMBL222280::en1_A6:R;A8:S;A10:S,CHEMBL222280,1
CHEMBL222280::en2_A6:S;A8:R;A10:S,CHEMBL222280,2
CHEMBL222280::en3_A6:R;A8:R;A10:S,CHEMBL222280,3
CHEMBL222280::en4_A6:S;A8:S;A10:R,CHEMBL222280,4
CHEMBL222287::en0_A2:R;A4:S;A6:S;A22:R,CHEMBL222287,0
CHEMBL222287::en1_A2:S;A4:S;A6:S;A22:R,CHEMBL222287,1
CHEMBL222645::en0_A17:R;A21:R;A26:S,CHEMBL222645,0
CHEMBL222645::en1_A17:S;A21:R;A26:S,CHEMBL222645,1
CHEMBL222645::en2_A17:R;A21:S;A26:S,CHEMBL222645,2
CHEMBL222645::en3_A17:S;A21:S;A26:S,CHEMBL222645,3
CHEMBL222645::en4_A17:R;A21:R;A26:R,CHEMBL222645,4
CHEMBL222813::en0_A4:S;A5:R;A6:R;A8:R;A18:S,CHEMBL222813,0
CHEMBL222813::en1_A4:R;A5:R;A6:R;A8:R;A18:S,CHEMBL222813,1
CHEMBL222813::en2_A4:S;A5:S;A6:R;A8:R;A18:S,CHEMBL222813,2
CHEMBL222813::en3_A4:R;A5:S;A6:R;A8:R;A18:S,CHEMBL222813,3
CHEMBL222813::en4_A4:S;A5:R;A6:S;A8:R;A18:S,CHEMBL222813,4
CHEMBL222863::en0_A1:S;A3:S;A5:S;A7:R;A9:S;A12:R;A13:R;A16:S;A18:S;A27:R;A29:R;A32:S;A35:R;A37:R;A39:R,CHEMBL222863,0
CHEMBL222863::en1_A1:S;A3:R;A5:S;A7:R;A9:S;A12:S;A13:S;A16:S;A18:S;A27:S;A29:R;A32:S;A35:R;A37:S;A39:R,CHEMBL222863,1
CHEMBL222863::en2_A1:R;A3:S;A5:S;A7:R;A9:S;A12:R;A13:R;A16:R;A18:S;A27:R;A29:S;A32:R;A35:R;A37:S;A39:S,CHEMBL222863,2
CHEMBL222863::en3_A1:S;A3:R;A5:S;A7:S;A9:R;A12:S;A13:S;A16:S;A18:R;A27:R;A29:S;A32:S;A35:R;A37:R;A39:S,CHEMBL222863,3
CHEMBL222863::en4_A1:R;A3:S;A5:S;A7:S;A9:S;A12:R;A13:R;A16:R;A18:R;A27:R;A29:R;A32:R;A35:S;A37:S;A39:R,CHEMBL222863,4
CHEMBL222913::en0_A7:R;A27:R,CHEMBL222913,0
CHEMBL222913::en1_A7:S;A27:R,CHEMBL222913,1
CHEMBL222913::en2_A7:R;A27:S,CHEMBL222913,2
CHEMBL222913::en3_A7:S;A27:S,CHEMBL222913,3
CHEMBL222913::en4_A7:R;A27:R,CHEMBL222913,4
CHEMBL223228::en0_A10:R,CHEMBL223228,0
CHEMBL223228::en1_A10:S,CHEMBL223228,1
CHEMBL223402::en0_A11:R,CHEMBL223402,0
CHEMBL223402::en1_A11:S,CHEMBL223402,1
CHEMBL223520::en0_A2:R;A4:R;A6:R;A7:S;A9:R;A11:S;A13:S;A16:R;A18:S;A20:S;A22:S;A25:S;A27:S;A29:R;A31:S,CHEMBL223520,0
CHEMBL223520::en1_A2:R;A4:R;A6:R;A7:R;A9:S;A11:S;A13:R;A16:S;A18:S;A20:S;A22:S;A25:S;A27:R;A29:S;A31:R,CHEMBL223520,1
CHEMBL223520::en2_A2:R;A4:R;A6:R;A7:R;A9:R;A11:R;A13:S;A16:R;A18:R;A20:R;A22:S;A25:S;A27:R;A29:R;A31:R,CHEMBL223520,2
